No,Kode Paket,Kode Provinsi,Kode Kabupaten,Sumber Dana,Kategori,Tahun Anggaran,Evaluasi,Penilaian
3201,260317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBN,Pengadaan Barang,2012,18,Sangat Buruk
3202,260355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3203,261103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3204,261107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
3205,261156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
3206,261168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3207,261172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3208,261181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,9,Baik
3209,261251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3210,261282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,7,Baik
3211,261355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3212,262103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3213,262107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
3214,262156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3215,262168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3216,262172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3217,262173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3218,262181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,8,Baik
3219,262251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3220,262282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3221,262355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3222,263103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3223,263107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,11,Buruk
3224,263168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3225,263172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3226,263173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3227,263181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,8,Baik
3228,263251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3229,263355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3230,264103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
3231,264156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3232,264168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3233,264172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3234,264173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3235,264181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
3236,264251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3237,264355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3238,265103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
3239,265107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
3240,265156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3241,265168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3242,265172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
3243,265173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3244,265181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3245,265251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3246,265355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3247,266107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,11,Buruk
3248,266156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3249,266172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,12,Buruk
3250,266251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3251,266282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3252,266355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3253,266365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
3254,267103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3255,267107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3256,267156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3257,267168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3258,267181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3259,267251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3260,267282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,9,Baik
3261,267355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3262,268103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3263,268156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3264,268168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3265,268172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3266,268181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3267,268251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3268,268282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,9,Baik
3269,268355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3270,269103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,13,Buruk
3271,269107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3272,269156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3273,269168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3274,269172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,7,Baik
3275,269173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3276,269181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3277,269251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3278,269282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,9,Baik
3279,269355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3280,270103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3281,270107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3282,270156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3283,270168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3284,270172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3285,270173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3286,270181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,9,Baik
3287,270251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3288,270282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,9,Baik
3289,270355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3290,271103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3291,271107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,10,Baik
3292,271156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3293,271168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3294,271172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3295,271173,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,12,Buruk
3296,271181,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pengadaan Barang,2012,13,Buruk
3297,271251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3298,271282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,9,Baik
3299,271355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3300,271365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
3301,272103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3302,272107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3303,272156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3304,272168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3305,272172,Kalimantan Selatan,Tanah Laut (Kab.),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,11,Buruk
3306,272181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
3307,272251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3308,272282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,11,Buruk
3309,272355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3310,272365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
3311,273103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3312,273156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3313,273168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3314,273172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3315,273181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,10,Baik
3316,273251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3317,273282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,12,Buruk
3318,273355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3319,273365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3320,274103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3321,274156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3322,274168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3323,274172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3324,274173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3325,274181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
3326,274251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3327,274282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,11,Buruk
3328,274315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3329,274355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3330,275103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3331,275107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3332,275156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3333,275168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3334,275172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,9,Baik
3335,275173,Sulawesi Utara,Manado (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3336,275181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3337,275251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3338,275282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,15,Sangat Buruk
3339,275315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3340,275355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3341,275365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3342,276103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3343,276156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3344,276168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3345,276172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3346,276173,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
3347,276181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
3348,276251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3349,276282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3350,276355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3351,276365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3352,277103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3353,277156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3354,277168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3355,277173,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,13,Buruk
3356,277181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
3357,277251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3358,277355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3359,277365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3360,278103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3361,278168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3362,278172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3363,278173,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,13,Buruk
3364,278181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3365,278282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,15,Sangat Buruk
3366,278315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,11,Buruk
3367,278355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3368,278365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3369,279103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3370,279107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,18,Sangat Buruk
3371,279156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3372,279168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3373,279172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
3374,279173,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,10,Baik
3375,279181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3376,279251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3377,279282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,18,Sangat Buruk
3378,279315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,9,Baik
3379,279355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3380,279365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3381,280103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3382,280168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3383,280172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
3384,280181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3385,280315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,9,Baik
3386,280355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3387,281103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3388,281107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
3389,281156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pengadaan Barang,2012,12,Buruk
3390,281168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3391,281172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3392,281181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3393,281282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,11,Buruk
3394,282103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3395,282107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3396,282156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3397,282168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3398,282172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
3399,282173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3400,282181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3401,282282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,12,Buruk
3402,282355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3403,282365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3404,283103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3405,283107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3406,283156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3407,283168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3408,283172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
3409,283173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3410,283181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,12,Buruk
3411,283282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3412,283315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3413,283355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3414,284103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3415,284107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3416,284156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3417,284168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,16,Sangat Buruk
3418,284172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3419,284282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3420,284315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3421,284355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3422,285103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3423,285107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3424,285156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3425,285168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3426,285172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3427,285282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3428,285315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3429,285355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3430,285365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3431,286103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3432,286107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3433,286156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3434,286168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3435,286172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3436,286173,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3437,286181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3438,286315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3439,286355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3440,287103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3441,287107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
